user_id	user_ground_truths	user_top_k_prediction
28924	[24230, 21927, 22418, 27885, 22625, 33648, 29550, 21536, 23007, 26963, 22634, 22903]	[21536, 22903, 22634, 21695, 21913, 22667, 21927, 22364, 26963, 10882, 22902, 22366, 22387, 21933, 22361, 22625, 24542, 22905, 21126, 23214, 21926, 22418, 22376, 22919, 33648, 24430, 22459, 27885, 8845, 23007, 21923, 22438, 25275, 21909, 29550, 24230, 22879, 22530, 22579, 22410, 22958, 22831, 22925, 22966, 21917, 24213, 32298, 22626, 22553, 22450, 22632, 22397, 22362, 22906, 22623, 22882, 22977, 21912, 29520, 22578, 24262, 24186, 22618, 23234, 22522, 23020, 21934, 24436, 22425, 27022, 17405, 21921, 22656, 22662, 22524, 22419, 22499, 22649, 22915, 32784, 27096, 22671, 23912, 24543, 24282, 26354, 23717, 21905, 8842, 24746, 24260, 21904, 10881, 25076, 21172, 22405, 26336, 23010, 24106, 28065]
28925	[17406, 35392, 23154, 34432, 25230, 33770, 22990, 24235]	[17406, 23154, 21536, 33770, 22990, 34432, 25230, 35392, 21172, 21913, 24235, 21909, 21934, 24260, 12188, 12190, 22719, 17405, 25116, 23037, 33777, 21856, 23015, 22883, 23117, 24049, 22406, 21181, 21933, 22553, 22961, 24716, 23038, 24070, 21948, 27494, 25041, 29109, 37684, 22413, 25260, 22459, 21905, 23397, 24101, 22526, 23717, 22879, 22918, 22387, 24979, 23028, 22669, 26703, 24230, 26078, 22530, 22585, 22370, 22380, 25080, 24278, 24252, 22278, 40242, 21154, 22376, 29108, 33561, 31123, 24100, 21696, 27588, 24065, 22562, 27036, 22578, 23213, 24306, 23308, 23396, 22929, 22372, 27108, 22502, 22667, 22401, 33630, 23715, 22880, 26348, 22831, 24050, 22903, 29551, 25077, 22981, 22651, 22432, 22671]
28926	[23501, 37687, 21536, 23856, 24292, 23180, 22644, 38581, 37552, 22630, 22278, 22473, 24561]	[12190, 22644, 22630, 21536, 22562, 23915, 38581, 24561, 25309, 37552, 22278, 22387, 24049, 23180, 23856, 37687, 24292, 22473, 22919, 24631, 23501, 23712, 22456, 23902, 24126, 23154, 31798, 23225, 24462, 22521, 31539, 22513, 22874, 24465, 23517, 35047, 24079, 23214, 27957, 24289, 25268, 22381, 23301, 21913, 22454, 22522, 22883, 25055, 22397, 28295, 24461, 21860, 25582, 22518, 25701, 29035, 28297, 25002, 23674, 22719, 23310, 23028, 23518, 35408, 22530, 26375, 17406, 21856, 36963, 22649, 22889, 22602, 21933, 23182, 23721, 26663, 22633, 27965, 22524, 22669, 22645, 24529, 21696, 35357, 35387, 22918, 21516, 22929, 23211, 38653, 22432, 33706, 21909, 37532, 23901, 26451, 21126, 33584, 30254, 26720]
28927	[23108, 23916, 28833, 28768, 23297, 33270, 23348, 28763, 28742, 9590, 27290, 35183]	[23297, 23108, 21520, 23348, 23341, 28742, 9588, 28768, 23350, 23697, 35183, 23916, 24414, 33270, 28795, 28833, 26645, 27290, 27246, 27307, 35496, 27293, 24419, 26446, 27655, 9590, 26643, 23884, 9597, 34554, 25018, 27256, 25028, 40803, 31349, 28793, 27291, 23343, 27288, 31900, 24037, 28763, 37544, 28678, 35176, 39722, 22875, 23927, 27511, 39008, 20719, 34561, 27296, 26448, 33383, 23109, 35181, 24981, 28675, 24420, 25196, 23340, 29018, 29006, 28826, 23931, 27243, 36758, 9584, 23641, 27259, 40827, 28681, 38544, 25521, 29016, 39589, 28820, 29320, 38147, 34022, 27302, 21147, 23298, 39587, 29541, 27324, 28771, 9591, 34565, 30179, 27252, 31958, 9602, 25277, 29840, 24982, 9596, 25111, 36486]
28928	[21697, 21340, 31173, 21615, 29064, 21590, 38028, 21332]	[21590, 8849, 21340, 23112, 21620, 23646, 21332, 21697, 21178, 31173, 20712, 29064, 21364, 38028, 21615, 29858, 21347, 26683, 21588, 29049, 21341, 21632, 22722, 21335, 21358, 21627, 31442, 21587, 22219, 21122, 20713, 22172, 25684, 30203, 21635, 23030, 21366, 36204, 17484, 21336, 22120, 21367, 21115, 22154, 22732, 22166, 21353, 21609, 22164, 21593, 21333, 38619, 20741, 39398, 24917, 23683, 29063, 22216, 21158, 35079, 31171, 29051, 22735, 21345, 27863, 37377, 27844, 20725, 21339, 21352, 20727, 22194, 21555, 28054, 23392, 23091, 30673, 21626, 22217, 36071, 21350, 29753, 20728, 22727, 20737, 20743, 21613, 27521, 25685, 23104, 38615, 39397, 31166, 21607, 39810, 38781, 39400, 27860, 29754, 24475]
28929	[10879, 23219, 21950, 22885, 39439, 40683, 22406, 22652, 37631, 26705, 29567, 23717]	[21536, 17406, 21913, 10879, 23699, 22719, 22669, 21934, 21933, 10880, 21909, 21128, 21181, 23717, 23712, 39439, 22387, 21950, 37631, 25116, 21695, 22880, 24965, 26705, 22879, 17405, 23154, 23214, 23219, 22406, 22524, 22948, 23902, 22652, 21948, 23396, 23715, 12190, 22380, 21856, 24185, 22918, 22919, 40683, 22397, 29567, 24590, 22882, 22831, 24252, 21126, 22585, 22365, 23297, 22526, 21862, 22885, 23234, 22655, 25103, 21172, 21912, 22454, 24580, 21516, 12186, 26947, 23697, 21696, 22364, 22530, 24508, 24260, 24535, 22651, 24529, 22618, 22562, 22278, 22438, 22623, 22903, 27898, 25313, 26710, 24078, 22572, 23885, 22361, 12188, 22513, 22990, 26348, 25668, 22497, 21858, 27214, 22635, 25523, 24118]
28930	[15603, 2054, 33052, 17804, 6820, 35134, 27733, 13582]	[10694, 718, 11854, 978, 6820, 2054, 3261, 13582, 27733, 17803, 15603, 17804, 8183, 2662, 30426, 33052, 1609, 35134, 11855, 14315, 980, 13065, 9793, 35975, 11944, 25514, 643, 3011, 36446, 11921, 15606, 6819, 30505, 11853, 30648, 12730, 6423, 15607, 3270, 18467, 1264, 13275, 15610, 6521, 28081, 2976, 9751, 32460, 4207, 1023, 9163, 26252, 15589, 642, 5172, 14529, 12613, 32337, 283, 2220, 17810, 40547, 20551, 18857, 26891, 11852, 14350, 18861, 25978, 4930, 11647, 2337, 20182, 11858, 12675, 1538, 11856, 38007, 15605, 10689, 7666, 722, 17430, 35133, 29267, 11891, 13599, 7912, 17159, 1537, 13839, 6736, 11930, 36937, 1169, 51, 8542, 719, 11926, 15608]
28931	[13545, 35019, 3261, 2676, 36592, 2493, 722, 20203]	[2525, 3261, 722, 718, 1537, 14315, 5172, 2676, 2493, 36592, 20203, 35019, 978, 3288, 13545, 3281, 1609, 2337, 8305, 14755, 1755, 18201, 1551, 461, 559, 16003, 2396, 821, 1811, 3283, 19388, 13839, 714, 642, 12726, 2405, 733, 1685, 3257, 10694, 3419, 3256, 16006, 643, 35071, 1488, 33451, 13360, 25487, 1933, 11851, 25478, 3270, 51, 11850, 13599, 33450, 155, 17473, 31911, 5138, 5140, 29412, 283, 11473, 980, 25488, 1314, 29414, 19533, 29864, 3006, 1546, 2365, 2924, 17463, 160, 6664, 1684, 16611, 35531, 4207, 1169, 1283, 141, 3120, 8543, 12260, 25489, 30613, 13543, 33370, 14752, 5136, 4344, 2635, 20863, 17454, 30114, 17458]
28932	[11411, 11273, 40908, 10137, 10734, 10140, 32435, 11213, 10911, 10790, 15553, 5538, 13655, 15545, 13767, 11390, 5551, 10839, 2201, 15559, 5536, 10128, 5553]	[2203, 5553, 5536, 2201, 10787, 10551, 5470, 5538, 40908, 6753, 10722, 10843, 11800, 10911, 10923, 10547, 10583, 11390, 10102, 10128, 13655, 10734, 5560, 15553, 10140, 5547, 13088, 11230, 10145, 10783, 15559, 10116, 10204, 10702, 5532, 10150, 10742, 10947, 11300, 5551, 13767, 11245, 11400, 10134, 5456, 5214, 10934, 10905, 9986, 10209, 10091, 10135, 10554, 10735, 10557, 11273, 5503, 10137, 11450, 10106, 2202, 5541, 5527, 10931, 5530, 9980, 13944, 5502, 10130, 11224, 11206, 15545, 11433, 10165, 11411, 5450, 10575, 10224, 5487, 32435, 11804, 5457, 13657, 10839, 10933, 10147, 5478, 5534, 10125, 11278, 16455, 15552, 9240, 10095, 11432, 5458, 11279, 5447, 10932, 5528]
28933	[23885, 21590, 21536, 37983, 28195, 40543, 31162, 21573, 22313, 22155, 21635, 22117, 21181]	[21573, 21536, 8849, 23869, 29766, 21590, 40543, 21181, 29769, 28195, 29305, 23345, 31162, 33441, 21620, 25908, 17406, 21885, 29768, 37983, 29303, 27098, 23297, 22155, 21635, 24505, 31323, 35807, 23683, 23885, 22313, 29770, 31328, 22117, 21148, 21901, 21571, 32234, 36894, 29564, 33704, 40854, 25588, 27271, 31163, 33714, 39452, 31161, 21948, 31326, 31159, 24179, 25527, 23108, 21703, 31327, 29776, 26244, 23646, 31335, 29765, 39055, 21178, 22187, 22278, 23304, 20727, 31157, 27708, 29760, 31164, 35785, 40601, 29767, 32757, 23644, 26959, 20712, 24479, 29304, 22727, 21626, 10879, 21625, 23697, 28196, 17484, 39253, 39002, 23392, 26948, 22148, 27076, 23348, 38518, 28190, 20718, 21158, 28505, 24965]
28934	[3695, 1666, 2578, 3682, 39628, 1128, 1127, 6170, 382, 2456, 822, 835, 5516, 20526, 5515, 40741, 6057, 19337, 824, 2014, 38456, 30509, 36083]	[837, 5515, 835, 827, 1128, 829, 1355, 1127, 5593, 6184, 19337, 5512, 832, 2018, 9306, 822, 5519, 3655, 1126, 7209, 828, 20526, 826, 6170, 38456, 8366, 40741, 1358, 830, 2014, 1352, 1627, 6182, 2019, 2016, 36083, 18630, 2011, 1356, 3711, 1998, 6057, 9216, 3648, 5518, 30509, 8367, 6181, 6171, 15344, 825, 19338, 16922, 1129, 39628, 2456, 6179, 9220, 15337, 9309, 382, 2000, 33897, 1628, 6172, 12810, 3695, 5516, 2578, 237, 6180, 3682, 6178, 824, 16921, 30117, 6173, 1131, 22037, 32028, 9310, 31413, 3658, 128, 3637, 3715, 18334, 2452, 18332, 3699, 2013, 9213, 1666, 3659, 2022, 2025, 2555, 19783, 3790, 1189]
28935	[19194, 19193, 13275, 718, 3615, 1811, 6037, 4430]	[718, 1811, 978, 4430, 2971, 283, 5452, 51, 6037, 1023, 2662, 3615, 1538, 2337, 13275, 19194, 10694, 19193, 1537, 160, 141, 3011, 3261, 4221, 2525, 5172, 2220, 10689, 9793, 4294, 1169, 4207, 4914, 1609, 23070, 837, 12727, 7681, 18467, 10830, 980, 12730, 3486, 23263, 9163, 1004, 25514, 7058, 2976, 9832, 9776, 12440, 3191, 17803, 9808, 1317, 7009, 3549, 39962, 5030, 23081, 6038, 3292, 11039, 7001, 27734, 6423, 7777, 20141, 19727, 19229, 8542, 25782, 6999, 5343, 12012, 4441, 19014, 1264, 18767, 3154, 6121, 575, 20433, 25808, 16246, 18020, 8375, 5112, 6991, 20472, 5079, 8364, 17032, 4946, 23042, 26530, 3271, 8266, 2432]
28936	[1128, 6182, 3635, 39624, 6730, 39633, 3654, 3655, 6731, 39623, 38356, 381, 6181, 6170]	[1128, 1127, 6184, 3655, 6170, 6182, 6181, 6171, 6173, 6172, 6179, 6178, 6180, 6175, 3648, 6174, 381, 6177, 39623, 39624, 6176, 3637, 39627, 3711, 6729, 3647, 39621, 6731, 3649, 6730, 1129, 39628, 3658, 40880, 40863, 1130, 39633, 3635, 40041, 39625, 3644, 39631, 3654, 3645, 39636, 6727, 38356, 39634, 1131, 39632, 39635, 6724, 3662, 382, 6183, 3650, 6722, 3659, 3665, 39629, 3636, 1126, 3660, 3652, 3713, 3661, 3646, 39630, 38536, 39622, 3657, 3651, 8952, 40824, 6237, 3656, 3653, 2452, 6726, 3663, 6723, 6350, 1226, 37783, 3666, 28035, 39626, 40740, 7089, 2628, 39794, 6351, 6893, 21019, 26807, 17185, 6728, 1189, 2622, 2633]
28937	[31763, 1565, 1566, 622, 1569, 23473, 35963, 20029, 16478, 25846, 11353, 4517, 23735, 18570]	[25846, 20029, 35963, 192, 18570, 23473, 8600, 10315, 16478, 1569, 3795, 622, 10280, 11353, 5636, 1565, 31763, 18764, 13875, 19798, 23735, 28631, 10225, 18746, 6559, 1594, 30551, 21201, 559, 18744, 15066, 21038, 4566, 4517, 22708, 1566, 12304, 18756, 22675, 3136, 33843, 4584, 621, 18752, 14169, 8774, 25201, 8650, 12299, 18545, 523, 31758, 23476, 4570, 1468, 18547, 10316, 10303, 31769, 8189, 369, 13136, 9823, 19064, 9822, 18665, 18542, 190, 4579, 14777, 9701, 9385, 32223, 5015, 31026, 15418, 9357, 35908, 2263, 18776, 35735, 5145, 20391, 18663, 10277, 6634, 17904, 36808, 12279, 10299, 20390, 12286, 37202, 12319, 805, 29232, 14776, 8691, 13140, 10279]
28938	[15908, 3237, 840, 839, 3263, 6740, 3998, 9432, 1869, 1842]	[571, 3263, 9432, 3998, 1842, 1755, 870, 839, 2405, 628, 1869, 15908, 2276, 3237, 6740, 2415, 2525, 1820, 2382, 3992, 840, 1843, 917, 2281, 4001, 707, 3378, 2284, 991, 3120, 3328, 1933, 594, 13206, 1096, 1817, 1830, 1067, 7964, 1708, 5135, 1042, 3849, 2285, 3262, 1076, 11751, 2954, 11870, 11476, 2406, 1812, 673, 2396, 2403, 4707, 14696, 3995, 15476, 699, 1762, 1870, 1735, 1730, 9441, 4046, 3846, 3990, 25397, 4000, 3918, 2381, 473, 32659, 2970, 888, 3307, 3380, 13217, 12966, 3373, 3394, 11522, 934, 10447, 13450, 3993, 4706, 470, 1938, 3996, 1029, 468, 580, 12985, 593, 2283, 2387, 877, 2937]
28939	[37928, 31731, 29051, 28512, 24981, 30202, 23349, 22214, 21121, 26848, 21324, 25436, 20752, 20734]	[8849, 21590, 21178, 21176, 23297, 22194, 17484, 20712, 21358, 25437, 25435, 21324, 23112, 23030, 21121, 25436, 20734, 29057, 27262, 22166, 23091, 29051, 21548, 23387, 24981, 21130, 8850, 29050, 20727, 27837, 21577, 20689, 22214, 21174, 21333, 28512, 21138, 21352, 30210, 20713, 21353, 22727, 30202, 31943, 20752, 31731, 25151, 31442, 26683, 37928, 26848, 22722, 22127, 21579, 20683, 29740, 21325, 23349, 21341, 20742, 21158, 20725, 21115, 31689, 29049, 21578, 22735, 21346, 39788, 29061, 21135, 36620, 24505, 25430, 31165, 28054, 20754, 20753, 21149, 21167, 30443, 21348, 21336, 21367, 23407, 21122, 36605, 25344, 21334, 29743, 21116, 20680, 31729, 21169, 20728, 30203, 21338, 22172, 21526, 28050]
28940	[9591, 25119, 9593, 27294, 28804, 39092, 28685, 27324]	[28804, 23297, 9593, 23350, 28685, 32245, 39092, 9602, 27324, 28809, 28812, 23697, 9591, 9597, 27294, 25119, 26446, 24907, 26126, 9594, 40899, 40898, 21520, 27302, 27256, 25027, 38405, 21519, 24419, 9595, 40957, 40959, 38774, 40937, 29012, 29219, 24921, 23355, 35480, 33381, 40678, 23107, 40953, 25521, 25241, 23921, 27296, 30631, 33389, 23923, 40108, 25017, 25018, 35691, 24915, 23108, 31304, 27252, 21165, 33382, 24894, 35569, 23916, 23341, 39243, 40969, 29782, 27535, 28750, 27242, 23927, 29781, 23302, 26411, 28689, 35583, 30192, 40896, 23922, 30321, 9584, 23932, 26399, 39312, 26110, 27306, 25019, 9588, 29221, 21164, 29881, 26105, 31719, 26124, 40956, 39712, 38997, 39143, 28808, 35563]
28941	[30128, 16708, 22240, 11672, 11, 32734, 31936, 15444]	[11, 32734, 15444, 10626, 4685, 31936, 18, 29621, 8133, 4684, 8931, 8013, 22, 11672, 3604, 31935, 3591, 30128, 22240, 4682, 48, 16708, 13, 43, 25652, 15820, 25651, 10644, 8011, 50, 34151, 3601, 8117, 17627, 12403, 13016, 10649, 26230, 16694, 33, 8913, 11669, 20951, 4687, 8912, 16689, 3598, 13747, 9, 8940, 39749, 19128, 31, 3605, 31934, 17628, 10645, 30696, 36, 25, 14397, 10660, 35510, 8008, 8900, 8135, 8936, 33698, 13045, 23238, 33702, 18205, 18961, 38799, 10623, 22222, 14395, 37260, 29619, 37, 10661, 7997, 35511, 8003, 16693, 29514, 34026, 26319, 15839, 30970, 21507, 27889, 38687, 10656, 37259, 19761, 8115, 8005, 10657, 15355]
28942	[6284, 39479, 1292, 35966, 2539, 1307, 1638, 6156, 6263, 336, 5147]	[129, 1292, 1307, 128, 5147, 1638, 6347, 160, 6284, 336, 1665, 39479, 6156, 6263, 422, 2539, 35966, 333, 1302, 340, 1362, 6262, 18264, 2195, 1405, 6324, 3480, 4499, 337, 18929, 4371, 6901, 8044, 3487, 2536, 1157, 6542, 1679, 6891, 5313, 9173, 22275, 441, 6883, 10808, 3664, 6877, 28408, 1674, 378, 2193, 37783, 416, 6367, 6291, 5800, 1128, 1183, 4432, 2453, 14485, 5799, 375, 2421, 12661, 4635, 4477, 1349, 9072, 1294, 34131, 9681, 1224, 6342, 6365, 1198, 346, 9174, 6915, 7565, 5699, 1336, 1663, 1676, 18169, 6431, 5848, 436, 6294, 6184, 5308, 5798, 1406, 2540, 326, 1671, 1340, 4394, 8037, 6282]
28943	[6037, 5467, 36136, 28896, 17099, 17104, 1545, 5172, 13839, 6408, 26215, 35648, 9908, 1069, 27028, 11482, 20870, 877, 3945, 15115, 4784, 838, 2525, 25812, 11049, 37776, 11931, 12440]	[2525, 718, 283, 5172, 2493, 1537, 13839, 1004, 1500, 1933, 2337, 7408, 14312, 6037, 917, 3549, 1317, 11141, 1546, 714, 6408, 4994, 5430, 2363, 17099, 593, 744, 877, 1067, 27028, 2432, 35648, 36136, 838, 4784, 3271, 3413, 1545, 15115, 3945, 1711, 5467, 9908, 1938, 11931, 1509, 37776, 12440, 2971, 11880, 5452, 1843, 12730, 11049, 5198, 9163, 1930, 3011, 155, 18467, 1069, 722, 28896, 4153, 1502, 4160, 20799, 19220, 9778, 17104, 25812, 7120, 160, 1811, 20870, 1493, 26215, 1544, 8348, 8458, 11482, 837, 17754, 1941, 5443, 10082, 1714, 674, 12702, 5211, 17745, 12616, 4430, 20427, 9808, 6664, 991, 1504, 14925, 21682]
28944	[37726, 270, 11011, 19722, 28017, 35830, 32254, 35831, 37878, 29712, 13703, 40073, 18717, 37308, 7430, 274, 39068, 6834, 19462, 9577, 40495, 5439, 7305, 4210]	[247, 266, 269, 7427, 5438, 246, 274, 243, 4272, 267, 4294, 5439, 242, 270, 18878, 265, 3064, 11639, 6834, 245, 263, 262, 9578, 7306, 4319, 244, 7305, 4244, 18717, 4261, 273, 37308, 11636, 1538, 275, 35831, 19463, 9577, 18022, 28017, 5340, 7423, 2543, 11011, 7322, 23087, 4271, 7330, 7422, 4246, 3063, 4253, 2220, 4332, 29710, 11637, 4262, 32254, 29712, 7430, 28086, 29675, 4268, 7431, 9580, 12932, 39068, 36042, 7420, 268, 8985, 13703, 23636, 4273, 7442, 4283, 9576, 10813, 37878, 40073, 18029, 18883, 18711, 36790, 4267, 4210, 39670, 4250, 31556, 22747, 7320, 9574, 17045, 4309, 7424, 8981, 19462, 4315, 272, 4281]
28945	[18979, 13686, 13965, 14764, 30354, 3245, 13425, 4338, 2637, 6751, 2525]	[2525, 2637, 4111, 6751, 4003, 18979, 13686, 13965, 3245, 14764, 13425, 628, 1843, 4338, 30354, 3216, 821, 1875, 2365, 1906, 10670, 571, 2372, 18215, 15104, 4411, 2394, 3223, 20901, 1076, 5319, 1087, 3352, 2357, 2942, 2493, 1077, 4037, 32461, 2283, 675, 155, 13451, 3195, 1965, 16010, 18466, 2276, 39367, 4030, 12707, 1094, 3307, 928, 3196, 2393, 15463, 10417, 3215, 1744, 15035, 4705, 7748, 19053, 2919, 591, 26248, 4289, 2240, 2963, 8369, 3251, 13433, 1962, 13953, 20219, 1754, 18978, 2392, 4545, 17520, 2925, 2635, 17999, 7470, 30998, 3862, 4430, 600, 924, 8321, 20084, 917, 468, 1855, 2337, 673, 32383, 6750, 3919]
28946	[25018, 39504, 33382, 27904, 35583, 23350, 9600, 39143, 28809, 27287, 29219, 40898]	[32245, 28812, 28809, 39143, 23297, 23350, 40898, 28804, 38405, 35583, 40899, 26446, 9602, 23108, 26126, 9593, 29219, 21520, 23697, 27324, 29012, 33382, 39504, 35059, 21519, 9600, 40953, 38917, 39092, 35691, 28685, 27287, 25018, 26110, 27904, 30631, 9584, 31304, 23927, 40937, 27242, 25027, 39312, 23932, 25017, 9597, 26415, 28765, 29220, 25241, 40959, 33389, 23921, 27256, 27252, 9595, 28742, 40957, 26407, 28808, 27296, 21165, 22875, 40108, 23884, 24894, 26105, 27275, 24419, 23343, 23348, 23923, 30629, 25521, 28689, 21164, 26445, 40969, 38852, 9591, 27243, 38397, 23107, 36601, 26409, 26104, 29781, 34554, 9594, 29782, 40897, 26109, 26121, 27247, 39243, 23340, 23341, 40719, 27532, 26111]
28947	[1589, 38427, 14235, 12540, 1619, 13827, 307, 2220, 1537, 31261, 40261, 34627, 13497, 2921, 6079, 1268, 35068, 1011, 30773, 18496, 6984, 5287, 1023, 51, 559, 16483, 305, 3077]	[1023, 5195, 722, 14235, 3133, 1021, 1537, 19360, 1546, 1619, 1589, 559, 3077, 5172, 1011, 13827, 1483, 307, 1010, 780, 5405, 34627, 1551, 31261, 6984, 14318, 30773, 2220, 2971, 2116, 6081, 10694, 325, 7335, 5430, 13497, 51, 35068, 8029, 3810, 6077, 3768, 5287, 36560, 16393, 12540, 40261, 305, 16391, 1620, 2921, 3420, 2071, 23734, 17285, 38427, 1552, 12626, 2976, 8031, 34483, 1609, 27186, 13458, 5406, 8033, 1014, 1268, 3074, 529, 35730, 18641, 6079, 805, 283, 3809, 14322, 3581, 3092, 6733, 4430, 18496, 4519, 23420, 27179, 141, 797, 13339, 10322, 1017, 3071, 23126, 2902, 16483, 2932, 17298, 17210, 2061, 1548, 12519]
28948	[19602, 7115, 406, 2159, 8611, 32213, 559, 3794, 3096]	[559, 2159, 192, 406, 3096, 8611, 7115, 176, 2141, 3794, 9822, 32213, 19602, 198, 2252, 2136, 805, 4519, 410, 4656, 13915, 4569, 2362, 13323, 2465, 12298, 3071, 3026, 204, 1555, 305, 546, 16515, 7347, 369, 15384, 3302, 32212, 454, 1207, 208, 206, 2895, 809, 5423, 187, 32320, 4622, 2150, 3047, 4570, 2263, 373, 201, 529, 293, 194, 4657, 3038, 3022, 4610, 6963, 372, 2359, 307, 1571, 32215, 205, 25842, 3070, 8884, 3732, 4646, 13130, 8879, 8633, 8773, 2464, 2473, 4654, 4458, 15230, 30087, 3092, 552, 2097, 306, 12317, 14686, 2484, 34950, 1209, 12172, 2474, 36665, 189, 36667, 3044, 203, 197]
28949	[25757, 38585, 40321, 22361, 25315, 22464, 22667, 32395, 38965, 24054, 26721, 23516, 26328, 18122]	[21536, 22667, 22361, 22919, 17406, 22562, 23214, 26721, 22376, 23516, 21695, 21948, 22459, 21126, 22966, 24054, 38965, 25315, 21913, 22530, 23517, 22522, 40321, 25757, 32395, 22649, 22902, 21859, 38585, 23225, 22903, 26328, 22719, 24506, 18122, 22640, 23306, 23154, 21933, 22592, 25076, 23311, 25751, 24265, 40599, 17405, 21181, 23011, 22432, 22397, 22464, 22531, 22387, 22366, 25607, 21926, 24071, 22535, 26610, 24497, 23717, 10882, 22278, 22905, 22656, 34541, 22446, 22438, 29197, 22635, 22879, 22625, 26149, 22404, 22652, 23671, 24590, 24209, 23194, 22623, 22364, 22401, 12188, 21909, 22921, 22519, 21516, 575, 24165, 24260, 22958, 26626, 21917, 25039, 24542, 12190, 22965, 23010, 22603, 32756]
28950	[4528, 1109, 40438, 1636, 2423, 5827, 2507, 3622, 1226, 39841, 6232, 1128, 3655, 6184, 6730, 6172, 6173, 39626, 6182, 6175, 3658, 6180, 1127, 6729, 6174, 39627, 39634, 6171, 6176, 39635, 6181, 3647, 6179, 40880, 6170, 6178]	[1128, 1127, 6184, 3655, 6170, 6181, 6171, 6182, 6179, 6178, 6172, 6173, 6180, 6175, 3711, 6177, 6174, 6176, 39627, 3648, 6729, 381, 39624, 3637, 39623, 39621, 40880, 3647, 39628, 1292, 3649, 1129, 6730, 6731, 1302, 3658, 2633, 40863, 3644, 1623, 40041, 1130, 39635, 128, 1131, 1126, 39631, 39625, 2507, 39634, 1189, 39636, 2622, 15379, 3645, 3713, 1226, 6722, 39633, 39632, 1625, 160, 129, 3635, 3662, 6727, 39630, 1122, 2427, 21019, 3654, 3636, 39626, 3633, 1636, 18331, 37783, 1191, 6233, 6247, 8952, 6232, 38536, 6183, 2520, 3659, 1109, 2514, 6724, 382, 1644, 184, 39934, 1183, 3652, 9113, 3715, 3749, 40824, 3664]
28951	[30959, 7267, 19148, 31492, 7132, 642, 13903, 30712, 2526, 10471, 11699, 30724, 4572, 40891, 6370, 8021, 6954]	[642, 2526, 30724, 12266, 30712, 11699, 4572, 13798, 31492, 30959, 8021, 5637, 19148, 13903, 2067, 6370, 7132, 623, 529, 6372, 3767, 22785, 3070, 559, 309, 5110, 7287, 8790, 10471, 2773, 1611, 7267, 40891, 6954, 4519, 9189, 9528, 8828, 2474, 9822, 7125, 6930, 12271, 8785, 11164, 2263, 33578, 2692, 39928, 38562, 31758, 8771, 5615, 2510, 35001, 1601, 2740, 1428, 11711, 1441, 3094, 558, 2843, 13828, 35008, 2319, 24788, 7298, 330, 2717, 5104, 4627, 40364, 3039, 4622, 13823, 2345, 9642, 9185, 16496, 478, 17058, 18775, 13643, 316, 638, 12732, 17062, 1207, 2323, 528, 12183, 6624, 1598, 1602, 13322, 24771, 19292, 19429, 6415]
28952	[21841, 1509, 1500, 722, 4458, 3072, 1319, 477, 20850, 1571, 37861, 6575, 397, 194, 529]	[559, 1500, 192, 529, 397, 1509, 722, 194, 4519, 176, 6575, 187, 1319, 1537, 1571, 4625, 4458, 189, 3096, 797, 372, 21841, 296, 620, 1582, 6610, 197, 4522, 805, 3107, 369, 20850, 477, 1422, 3072, 2305, 3092, 2485, 1502, 2146, 2299, 6832, 1610, 186, 300, 37861, 5887, 8295, 2324, 206, 3059, 293, 5430, 3021, 11367, 198, 3472, 6825, 7367, 7120, 553, 6379, 5379, 2483, 3044, 3134, 5421, 406, 4657, 3138, 3792, 1577, 6588, 297, 546, 545, 410, 5423, 619, 12126, 1591, 3099, 1508, 1563, 2310, 2067, 4629, 764, 437, 1553, 2136, 3071, 6609, 5198, 5418, 2155, 2247, 3770, 2141, 1831]
28953	[3616, 19447, 8415, 16878, 4818, 6758, 3617, 4873, 5041, 5017, 5047, 32390, 14043, 19641, 3607, 4764, 4785]	[3607, 3617, 4818, 4785, 3616, 4764, 4820, 5047, 5017, 4827, 4729, 6760, 4829, 4738, 4819, 3618, 12110, 8415, 3611, 4792, 4871, 6757, 4828, 4830, 4798, 8418, 4726, 5056, 16664, 4873, 12112, 12111, 4766, 6761, 19447, 12120, 4769, 4826, 5048, 3609, 4732, 5041, 6758, 18558, 16878, 4787, 12106, 18559, 6756, 4722, 32390, 6764, 19641, 16667, 16869, 4825, 6778, 16643, 14640, 4793, 16640, 16668, 4824, 16637, 4728, 12122, 6776, 4736, 16862, 16864, 12105, 12109, 4800, 4730, 12108, 14043, 4767, 6773, 7453, 16877, 12123, 4799, 6774, 16641, 15335, 4725, 20482, 4788, 16849, 5050, 12107, 4724, 4872, 5053, 4720, 20918, 15329, 20149, 4803, 4770]
